Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
Genesis 22:4	Siku ya tatu ya safari yao, Abrahamu akainua macho, akaona mahali pale kwa mbali.
Genesis 22:5	Akaambia watumwa wake kwamba, “Ninyi mbaki hapa na punda. Mimi na mtoto wangu, ngoja twende kule, ili tumwabudu Mungu. Ambapo tutamaliza, tutawarudia.”
Genesis 22:6	Kisha, Abrahamu akachukua kuni za kuchomea dhabihu, akamtwisha mtoto wake Isaka. Mwenyewe, akachukua moto na kisu, wakaenda pamoja wawili tu.
Genesis 22:7	Ndipo Isaka akaita baba yake kwamba, “Baba!” Naye akaitika kwamba, “Nipo hapa, mwanangu.” Isaka akamwuliza kwamba, “Ninaona tuna moto na kuni, lakini mwanakondoo wa kutoa dhabihu hiyo yuko wapi?”
Genesis 22:8	Abrahamu akamjibu kwamba, “Mwanangu, Mungu mwenyewe ndiye atajitolea mwanakondoo wa kutoa dhabihu.” Kwa hiyo, wakaendelea na safari yao.
Genesis 22:9	Ambapo walifika mahali ambapo Mungu alikuwa amemwonyesha, Abrahamu akatengeneza mahali pa kutolea dhabihu, akawekapo kuni. Ambapo alimaliza, akamfunga mtoto wake Isaka, akamlaza juu ya kuni.
Genesis 22:10	Akanyoosha mkono wake, akachukua kisu, ili achinje mtoto wake.
Genesis 22:11	Hapo ndipo, malaika wa Bwana Mungu akamwita kutoka mbinguni kwamba, “Abrahamu, Abrahamu!” Akaitika kwamba, “Nipo hapa!”
Genesis 22:12	Malaika huyo, akasema kwamba, “Usimwumiza mtoto wako, na usimfanyie kitu chochote! Sasa najua kwamba, unamtii Mungu, kwa kuwa hukumnyima mtoto wako wa pekee.”
Genesis 22:13	Abrahamu akainua macho yake, akaona kondoo dume yuko nyuma yake, amenaswa mapembe yake katika kichaka. Kwa hiyo, akaacha mtoto, akaenda akachukua kondoo dume huyo, akamtoa dhabihu ya kuteketezwa badala ya mwana wake.
Genesis 22:14	Abrahamu akaita mahali hapo kwamba, Yehova-Yire. Ndiyo maana, mpaka siku ya leo watu husema kwamba, “Katika mlima wa Bwana Mungu, atatupatia.”
Genesis 22:15	Malaika wa Bwana Mungu, akamwita Abrahamu mara ya pili kutoka mbinguni,
Genesis 22:16	akamwambia kwamba, “Bwana Mungu anasema kwamba, ‘Kwa sababu hukuninyima mtoto wako wa pekee, nimekula kiapo mimi mwenyewe kwamba,
Genesis 22:17	nitakubariki wewe, na uzao wako. Nitauzidisha, uwe kama nyota za angani, na kama mchanga wa ufukoni mwa bahari. Uzao wako utashinda na kuchukua miji ya maadui zao.
Genesis 22:18	Kupitia uzao wako, nitabariki watu wa mataifa yote ya duniani, kwa kuwa umenitii.’”
Genesis 22:19	Kisha, Abrahamu akarudia watumwa wake, wote wakarudi pamoja mpaka Beeri-Sheba, na Abrahamu akaendelea kuishi huko.
Genesis 22:20	Ambapo mambo hayo yaliisha, Abrahamu alipata habari kwamba, “Milka naye amemzalia Nahori ndugu yako watoto!
Genesis 22:21	Mzaliwa wa kwanza anaitwa Usi, na ambaye anamfuata anaitwa Buzi, ambaye anamfuata huyo, anaitwa Kemueli baba yake Aramu,
Genesis 22:22	na Kesedi, Hazo, Pildash, Yidlafu na Bethueli.”
Genesis 22:23	Bethueli ni baba yake Rebeka. Milka alimzalia Nahori, ndugu yake Abrahamu, watoto wanane hao.
Genesis 22:24	Mke mdogo wa Nahori, Reuma, naye alimzalia watoto wengine. Watoto hao ni Teba, Gahamu, Tahashi, na Maaka.
Genesis 23:1	Sara aliishi miaka mia moja na ishirini na saba.
Genesis 23:2	Akafia Kiriath-Arba katika nchi ya Kanaani, mji ambao siku hizi huitwa Hebroni. Abrahamu akamlilia na kuombolezea.
Genesis 23:3	Ndipo, Abrahamu akaacha mwili wa mke wake, akaenda kuzungumza na Wahiti wa nchi hiyo, akawaambia kwamba,
Genesis 23:4	“Mimi ninaishi miongoni mwenu hapa kama mgeni. Naomba mniuzie mahali pa kuzikia pawe pangu, ili nizike mke wangu.”
Genesis 23:5	Wahiti hao, wakamjibu kwamba,
Genesis 23:6	“Ee bwana wetu, utusikilize! Wewe ndiye mtawala mkuu miongoni mwetu, chagua mahali popote pazuri ambapo unataka kuzika mke wako. Hakuna mtu ambaye atakunyima mahali pa kuzika mke wako.”
Genesis 23:7	Kwa hiyo, Abrahamu akasimama, akainama mbele ya Wahiti wa nchi hiyo, huku anawashukuru.
Genesis 23:8	Akawaambia kwamba, “Kama mnaniruhusu nizike mke wangu, ninawaomba mniombee kwa Efroni mwana wa Sohari,
Genesis 23:9	kwamba aniuzie pango lake ambalo liko Makipela katika mpaka wa shamba lake. Mmwambie aniuzie mbele yenu kwa bei ambayo anataka, ili mimi nipate mahali pangu pa kuzikia.”
Genesis 23:10	Wakati huo, Efroni mwenyewe alikuwa amekaa pamoja na Wahiti hao katika lango la kuingilia mjini. Hivyo, akamjibu Abrahamu mbele yao wote kwamba,
Genesis 23:11	“Hapana, bwana wangu, ninakuomba unisikilize. Ninakupa shamba lile na pango lake bila kunipila chochote. Ninakupa mbele ya Wahiti wenzangu hapa, wewe uzike mke wako.”
Genesis 23:12	Abrahamu akainama tena mbele ya Wahiti wote.
Genesis 23:13	Akamwambia Efroni huku watu wote wanasikiliza kwamba, “Ninakuomba, unisikilize! Nitakulipa fedha za kununua shamba hilo. Ninakuomba uzichukue, ili nipate mahali pa kumzika mke wangu.”
Genesis 23:14	Efroni akajibu Abrahamu kwamba,
Genesis 23:15	“Bwana wangu, unisikilize! Shamba hilo ni la kununuliwa kwa vipande mia nne vya fedha, lakini sasa zina faida gani kati yangu mimi na wewe? Wewe nenda uzike humo mke wako.”
Genesis 23:16	Kwa hiyo, Abrahamu na Efroni wakakubaliana. Abrahamu akampimia Efroni kipimo ambacho wamekubaliana mbele ya Wahiti wenzake. Kipimo hicho ndicho cha uzito ambao wafanya biashara wa wakati huo walikuwa wakiuza.
Genesis 23:17	Basi, hivyo ndivyo Abrahamu alipata shamba la Efroni ambalo lilikuwa Makipela, upande wa mashariki ya Mamre, pamoja na pango lake na miti yote,
Genesis 23:18	ili viwe vyake. Jambo hilo lilifanyika mbele ya Wahiti wote, ambao walikuwa wamekusanyika katika lango la mji huo.
Genesis 23:19	Ambapo mambo hayo yaliisha, Abrahamu akamzika mke wake Sara, katika pango ambalo lilikuwa katika shamba huko Makipela, upande wa mashariki ya Mamre, karibu na Hebroni huko, katika nchi ya Kanaani.
Genesis 23:20	Hivyo ndivyo Wahiti waliuzia Abrahamu shamba pamoja na pango lake, pawe mahali pake pa kuzikia watu wake.
Genesis 24:1	Basi, Abrahamu ambapo alikuwa amezeeka sana, Bwana Mungu alikuwa amembariki kwa vitu vyote.
Genesis 24:2	Siku moja, Abrahamu akaambia mtumwa wake mkuu ambaye alikuwa msimamizi wa vitu vyake vyote kwamba, “Wewe uweke mkono wako chini ya paja langu, unilie kiapo.
Genesis 24:3	Mimi nakushikisha kiapo kwa jina la Bwana, Mungu wa mbingu na nchi kwamba, hutaozesha mtoto wangu Isaka, mwanamke yeyote kutoka kwa mabinti wa nchi ya Kanaani hapa.
Genesis 24:4	Bali, nenda katika nchi yangu ya asili kwa ndugu zangu, umtafutie mtoto wangu Isaka mwanamke huko.”
Genesis 24:5	Mtumwa huyo, akamwuliza kwamba, “Binti huyo, iwapo atakataa kuja na mimi katika nchi hii, itakuwa vipi? Na kama itakuwa hivyo, nimrudishe mtoto wako katika nchi ambayo ulitoka?”
Genesis 24:6	Abrahamu akamjibu kwamba, “Usijaribu kumrudisha mtoto wangu kule!
Genesis 24:7	Bwana, Mungu wa mbingu, ndiye alinitoa kutoka nyumbani kwetu kwa baba, kutoka katika nchi ambayo nilizaliwa, akazungumza na mimi, akaniapia kwamba, ‘Nitawapa watu wa uzao wako nchi hii.’ Kwa hiyo, Mungu atakutumia malaika wake, na wewe utamletea mtoto wangu mwanamke kutoka huko.
Genesis 24:8	Kama mwanamke huyo, atakataa kuja pamoja na wewe, basi kiapo hiki hakitakushika. Lakini usije kumrudisha mtoto wangu huko.”
Genesis 24:9	Basi, mtumwa huyo, akaweka mkono wake chini wa paja la bwana wake Abrahamu, akala kiapo kwa ajili ya jambo hilo.
Genesis 24:10	Kisha, akachukua ngamia kumi wa bwana wake, akaondoka na zawadi nzuri aina nyingi. Akafanya safari kwenda katika mji ambao ulikuwa unaitwa Nahori, katika nchi ya Mesopotamia.
Genesis 24:11	Ambapo alifika katika lango la mji, ilikuwa jioni, wakati ambao wanawake walikuwa wanakwenda kuchota maji. Akapigisha magoti ngamia zake pembeni wa kisima ambacho kilikuwa nje wa mji.
Genesis 24:12	Ndipo akaomba kwamba, “Eee Bwana, Mungu wa bwana wangu Abrahamu! Nakuomba unisaidie, mambo yangu yawe mema leo, ufadhili bwana wangu Abrahamu.
Genesis 24:13	Tazama! Sasa nimesimama pembeni mwa kisima hiki, na mabinti wa mji huu wanakuja kuchota maji.
Genesis 24:14	Basi, iwe kwamba, ambapo nitamwambia binti mmoja kati yao kwamba, ‘Naomba utue mtungi wako ninywe maji,’ anijibu kwamba, ‘Kunywa, na hata ngamia zako nazichotea,’ huyo ndiye awe ambaye umechagulia mtumishi wako Isaka. Na kwa jambo hilo nitajua kwamba, umemfadhili bwana wangu.”
Genesis 24:15	Ambapo alikuwa bado akimwomba Mungu, hapo hapo akatokea binti mmoja, jina lake Rebeka, amejitwisha mtungi wake begani. Rebeka huyo, alikuwa binti wa Bethueli, mtoto wa Nahori na Milka. Nahori huyo, alikuwa mdogo wake Abrahamu.
Genesis 24:16	Binti huyo, alikuwa anapendeza sana, na alikuwa hajalala na mwanaume. Basi, akateremka kisimani kuchota maji, akajaza mtungi wake, kisha akapanda.
Genesis 24:17	Ndipo, mtumwa huyo akakimbia haraka kukutana naye, akamwambia kwamba, “Naomba unipe maji kidogo ya mtungi wako ninywe!”
Genesis 24:18	Naye akamjibu kwamba, “Ni haya unywe, bwana wangu.” Akatua mtungi wake haraka, akaushikilia kumnywesha.
Genesis 24:19	Ambapo alimaliza kumpa maji, akamwambia kwamba, “Nachotea ngamia zako pia maji, nazo zinywe mpaka zitosheke.”
Genesis 24:20	Akafanya haraka akamimina maji katika chombo cha kunyweshea mifugo, kisha akakimbia kwenda kisimani kuchota maji mengine ya kunywesha ngamia zote.
Genesis 24:21	Basi, mtumwa huyo akamwangalia, pasipo kusema chochote, ili ajue kama Bwana Mungu amefanya safari yake kuwa nzuri, au la.
Genesis 24:22	Ambapo ngamia hizo zilimaliza kunywa maji, akachukua pete ya puani ya dhahabu, akampa binti huyo. Pia akampa na bangili mbili za dhahabu. Vitu hivyo vyote vilikuwa na gharama kubwa sana.
Genesis 24:23	Akamwuliza kwamba, “Wewe ni binti wa nani? Pa kulala panapatikana nyumbani kwenu?”
Genesis 24:24	Binti huyo, akamjibu kwamba, “Mimi ni binti wa Bethueli, mtoto wa Nahori na mkewe Milka.”
Genesis 24:25	Tena akamwambia kwamba, “Kwetu, nafasi ya kulala wageni ipo, na kuna nyasi na malisho ya mifugo.”
Genesis 24:26	Ndipo mtumwa huyo, akapiga magoti na kumsifu Bwana Mungu, akisema kwamba,
Genesis 24:27	“Asifiwe Bwana, Mungu wa bwana wangu Abrahamu, kwa kuwa alimwonyesha Abrahamu ufadhili na ukweli wake. Bwana Mungu amenitangulia mimi mwenyewe mpaka nifike kwa ndugu wa bwana wangu!”
Genesis 24:28	Binti huyo, akakimbia nyumbani, akaambia mama yake na ndugu zake yote ambayo yalitokea.
Genesis 24:29	Rebeka alikuwa na kaka yake, alikuwa akiitwa Labani. Labani huyo, ambapo aliona pete puani mwa Rebeka na bangiri mikononi mwake, na kusikia mambo ambayo Rebeka ameambiwa na mtumwa yule, akakimbia kwenda kisimani kukutana naye. Ambapo alifika huko, akakuta mtumwa huyo akiwa amesimama na ngamia zake.
Genesis 24:30	<range>
Genesis 24:31	Labani akamwambia kwamba, “Karibu kwetu, wewe mbarikiwa na Bwana Mungu. Mbona unasimama nje huku? Nimemaliza kukuandalia nyumba, na mahali pa ngamia zako papo.”
Genesis 24:32	Ndipo, mtumwa huyo akaenda naye kuingia nyumbani kwake. Wakashusha mizigo kutoka kwenye ngamia, wakazipatia nyasi na malisho mengine, na wakampa mtumwa huyo na watu ambao walikuwa pamoja naye maji ya kunawa miguu.
Genesis 24:33	Ndipo, akaandaliwa chakula, lakini akasema kwamba, “Sitakula kitu chochote mpaka niwaambie ambacho nataka kusema.” Labani akamwambia kwamba, “Basi, sema!”
Genesis 24:34	Akasema kwamba, “Mimi ni mtumwa wa Abrahamu.
Genesis 24:35	Bwana Mungu amebariki bwana wangu, amekuwa tajiri sana. Amempa makundi makubwa ya kondoo, mbuzi na ngʼombe. Amempa ngamia na punda, madini ya fedha na ya dhahabu, pamoja na watumwa wa kiume na wa kike.
Genesis 24:36	Sara, mke wa bwana wangu, akamzalia mtoto wa kiume katika uzee wake. Mtoto huyo, ndiye Abrahamu amempa vitu vyake vyote.
Genesis 24:37	Ndipo, bwana wangu akaniapisha kiapo akasema kwamba, ‘Usimwoze mtoto wangu Isaka, mwanamke yeyote kutoka kwa mabinti wa nchi ya Kanaani ambayo ninaishi humo.
Genesis 24:38	Bali uende mpaka katika mji wa baba yangu na ndugu zangu, utafutie mtoto wangu Isaka mwanamke.’
Genesis 24:39	Nikamwuliza kwamba, ‘Sasa, kama binti huyo atakataa kuja katika nchi hii, itakuwa vipi?’
Genesis 24:40	Akanijibu kwamba, ‘Bwana Mungu ambaye ninamtii katika siku zangu zote, ndiye atatuma malaika wake pamoja na wewe. Atafanya safari yako iwe nzuri, ili umchukulie mtoto wangu mwanamke kutoka kwa ndugu zangu wa katika ukoo wa baba yangu.
Genesis 24:41	Na iwapo utafika kwa ndugu zangu, wakatae kukupa binti huyo, hautashikwa na kiapo hiki.’ ”
Genesis 24:42	Mtumwa huyo, akaendelea kusema kwamba, “Leo ambapo nilifika kisimani, nikaomba kwamba, ‘Eee Bwana, Mungu wa bwana wangu Abrahamu! Nakuomba unisaidie safari yangu iwe nzuri.
Genesis 24:43	Tazama! Sasa nimesimama karibu na kisima hiki. Basi iwe kwamba, binti ambaye akija kuchota maji, nimwombe anipe maji kutoka katika mtungi wake ninywe,
Genesis 24:44	naye anijibu kwamba, “Kunywa, na hata ngamia zako nazichotea,” huyo ndiye awe mwanamke ambaye wewe Bwana Mungu umemchagulia mtoto wa bwana wangu.’
Genesis 24:45	“Basi, wakati nilikuwa sijamaliza kumwomba moyoni wangu, mara Rebeka akafika akiwa na mtungi wake begani. Akateremka kisimani, na kuchota maji. Nikamwambia kwamba, ‘Unipe maji ninywe!’
Genesis 24:46	Mara moja, akatua mtungi wake, akaniambia kwamba, ‘Haya kunywa, na ngamia zako nitazichotea.’ Ndipo nikanywa, na ngamia zangu akazichotea maji, zikanywa.
Genesis 24:47	“Kisha, nikamwuliza kwamba, ‘Wewe ni binti wa nani?’ Akanijibu kwamba, ‘Mimi ni binti wa Bethueli, mtoto wa Nahori, Milka aliyemzalia.’ Ndipo nikamwekea pete katika pua, na kumvalisha bangili katika mikono.
Genesis 24:48	Kisha nikapiga magoti kumsifu Bwana Mungu wa bwana wangu Abrahamu, kwa kuwa amenitangulia katika safari yangu na kunionyesha binti wa ndugu za bwana wangu, awe mke wa mtoto wake.
Genesis 24:49	“Basi sasa, mniambie, kama mnataka kumfanyia bwana wangu ufadhili na ukweli. Kama hamtaki, mniambie, mimi nitajua cha kufanya.”
Genesis 24:50	Labani na Bethueli wakamjibu kwamba, “Tunaona kwamba, jambo hili, linatoka kwa Bwana Mungu mwenyewe, sisi hatuwezi kufanya chochote tena.
Genesis 24:51	Rebeka yuko hapa. Mchukue mwende naye, awe mke wa mtoto wa bwana wako, kama ambavyo Bwana Mungu amesema.”
Genesis 24:52	Mtumwa wa Abrahamu huyo, ambapo alisikia hiyo, akapiga magoti kwa kumsifu Bwana Mungu.
Genesis 24:53	Kisha, akatoa vitu ambavyo vimetengenezwa kwa madini ya fedha, na ya dhahabu, pamoja na nguo, akampa Rebeka. Pia, akawapa kaka yake na mama yake vitu vya gharama.
Genesis 24:54	Ndipo, yeye pamoja na watu ambao walikuwa naye, wakala, wakanywa na kulala hapo. Ambapo waliamka asubuhi, mtumwa huyo akasema kwamba, “Naomba nirudi kwa bwana wangu.”
Genesis 24:55	Lakini kaka yake Rebeka, pamoja na mama yake, wakasema kwamba, “Umwache binti huyu, akae na sisi muda wa kama siku kumi, kisha anaweza kwenda na wewe.”
Genesis 24:56	Lakini akawajibu kwamba, “Bwana Mungu amemaliza kunibariki katika safari yangu. Kwa hiyo, naomba msinicheleweshe. Mniruhusu nirudi kwa bwana wangu.”
Genesis 24:57	Nao wakasema kwamba, “Ngoja, tumwite binti mwenyewe, tumwulize.”
Genesis 24:58	Wakamwita Rebeka wakamwuliza kwamba, “Rebeka, unakubali kwenda na mtu huyu?” Akajibu kwamba, “Ndiyo, naenda!”
Genesis 24:59	Basi, wakamwacha Rebeka aende na mlezi wake, pamoja na mtumwa wa Abrahamu na watu wake.
Genesis 24:60	Ndugu wa Rebeka, wakambariki wakisema kwamba, “Wewe binti wetu, Mungu akufanye uwe mzazi wa maelfu na maelfu! Na uzao wako, ushinde na kuchukua miji ya maadui zao.”
Genesis 24:61	Rebeka akaondoka na watumwa wake wa kike, wakapanda ngamia, wakamfuata mtumwa wa Abrahamu huyo. Hivyo ndivyo ambavyo mtumwa wa Abrahamu alimchukua Rebeka, akaenda naye.
Genesis 24:62	Wakati huo, Isaka alikuwa amerudi kutoka katika chemichemi ya Beeri-Lahai-Roi, kwa sababu alikuwa anaishi upande wa Negebu.
Genesis 24:63	Siku moja, wakati wa jioni, akaenda shambani kutafakari. Ambapo aliinua macho, akaona ngamia zinakuja.
Genesis 24:64	Rebeka naye, akainua macho yake akaona Isaka. Ambapo alimwona, akateremka kutoka katika ngamia.
Genesis 24:65	Akamwuliza mtumwa wa Abrahamu kwamba, “Nani yule anatembea shambani, anakuja kutupokea?” Naye akamjibu kwamba, “Ni bwana wangu Isaka.” Basi, Rebeka akachukua shera yake, akajifunika.
Genesis 24:66	Mtumwa huyo, akamwambia Isaka yote ambayo alikuwa amefanya.
Genesis 24:67	Isaka ambapo alisikia hayo, akamwingiza Rebeka katika hema la mama yake Sara, akamchukua kuwa mke wake, akampenda sana. Isaka akafarijiwa naye kwa ajili ya kifo cha mama yake.
Genesis 25:1	Abrahamu akaoa mwanamke mwingine, jina lake aliitwa Ketura.
Genesis 25:2	Ketura naye akamzalia watoto, majina yao ni haya, Zimrani, Yokshani, Medani, Midiani, Ishbaki na Shua.
Genesis 25:3	Yokshani naye akazaa Sheba na Dedani. Dedani ndiye alikuwa baba wa Waashuri na Waletushi, na Waleumi.
Genesis 25:4	Midiani naye akazaa Efa, Eferi, Hanoki, Abida na Eldaa. Hao wote, ndio walikuwa uzao wa Ketura.
Genesis 25:5	Abrahamu akamwachia Isaka urithi wa vitu vyake vyote.
Genesis 25:6	Na wakati ambao Abrahamu bado alikuwa hai, akawapa watoto wa wake zake wadogo zawadi. Kisha akawatenganisha na mwana wake Isaka, akawatuma mbali waishi nchi nyingine, upande wa mashariki.
Genesis 25:7	Abrahamu aliishi miaka mia moja sabini na tano.
Genesis 25:8	Alikuwa na maisha marefu sana na ya baraka, kisha akafa, akaungana na mababu zake.
Genesis 25:9	Watoto wake, Isaka na Ishmaeli, wakamzika katika kaburi ya Makipela, upande wa mashariki wa Mamre, katika shamba la Efroni, mtoto wa Sohari wa kabila ya Wahiti.
Genesis 25:10	Shamba hilo, Abrahamu alikuwa amenunua kwa Wahiti. Hapo ndipo mke wake Sara alikuwa amezikwa, na Abrahamu naye akazikwa hapo.
Genesis 25:11	Basi, ambapo Abrahamu alikufa, Mungu akambariki Isaka. Isaka akakaa karibu na chemichemi cha Beeri-Lahai-Roi.
Genesis 25:12	Huu ndio uzao wa Ishmaeli mtoto wa Abrahamu ambaye alizaliwa na Mmisri Hajiri, mtumwa wa Sara.
Genesis 25:13	Haya ni majina ya watoto wa Ishmaeli, kulingana na ambavyo wamezaliwa. Nebayothi ndiye alikuwa mzaliwa wa kwanza, akafuatiwa na Kedari, Adbeeli, Mibusamu,
Genesis 25:14	Mishma, Duma, Masa,
Genesis 25:15	Hadadi, Tema, Yeturi, Nafishi na mziwanda Kedema.
Genesis 25:16	Hao ndio watoto kumi na wawili wa Ishmaeli. Wote hawa walikuwa mababu wa makabila yao. Miji yao mikubwa na midogo, ilikuwa inaitwa kwa majina yao.
Genesis 25:17	Ambapo Ishmaeli alikufa, alikuwa na miaka mia moja na thelethini na saba, naye akaungana na mababu zake.
Genesis 25:18	Uzao wa Ishimael, walikuwa wanaishi katikati ya maeneo ya Havila na Shuri. Mahali hapo, palikuwa mashariki ya Misri, kuelekea Ashuru. Walikuwa na uhasama na uzao mwingine wa watoto wa Abrahamu.
Genesis 25:19	Huu ndio uzao wa Isaka, mtoto wa Abrahamu.
Genesis 25:20	Ambapo Isaka alikuwa na miaka arobaini, akaoa Rebeka, binti wa Bethueli Mwaramu kutoka Padan-Aramu, na dada wa Labani.
Genesis 25:21	Rebeka alikuwa tasa, kwa hiyo Isaka akaomba Bwana Mungu kwa ajili ya mke wake. Bwana Mungu naye akakubali maombi yake, kisha Rebeka akachukua mimba.
Genesis 25:22	Mimba hiyo, ilikuwa ya mapacha. Watoto wakashindana tumboni. Ndipo, Rebeka akamwambia Bwana Mungu kwamba, “Kwa nini imekuwa hivyo kwangu? Ni heri nife.”
Genesis 25:23	Bwana Mungu akamjibu kwamba, “Tumboni mwako, kuna makabila mawili. Makabila haya yatakuja kufarakana kutoka tumboni. Moja litakuwa na uwezo sana kuliko lingine, na mkubwa atakuwa anamtumikia mdogo wake.”
Genesis 25:24	Ambapo wakati wa kujifungua ulifika, Rebeka akazaa mapacha.
Genesis 25:25	Mtoto wa kwanza alikuwa mwekundu, na mwili wake wote ulikuwa umejaa manyoya. Hiyo ndiyo sababu ya kumwita jina Esau.
Genesis 25:26	Ndipo mtoto wa pili akazaliwa, akiwa amemshikilia Esau katika kisigino. Hiyo ndiyo sababu ya kumwita jina Yakobo. Wakati ambao Esau na Yakobo walizaliwa, baba yao Isaka alikuwa na miaka sitini.
Genesis 25:27	Watoto hao, wakakua. Esau alikuwa hodari wa kuwinda, alizoea kwenda mstuni. Lakini Yakobo yeye, alikuwa mpole, na alizoea kazi za nyumbani.
Genesis 25:28	Isaka alipenda sana kula nyama za wanyama za mstuni, kwa hiyo alikuwa anampenda Esau. Lakini Rebeka, yeye alikuwa anampenda Yakobo.
Genesis 25:29	Siku moja, Yakobo alikuwa anapika dengu, kisha Esau akatoka kuwinda, akiwa anasikia njaa sana.
Genesis 25:30	Akamwambia Yakobo kwamba, “Ninasikia njaa kali. Unipe vyakula vyekundu hivyo nile!” Hiyo ndiyo sababu ya kumwita jina Edomu.
Genesis 25:31	Yakobo akamjibu kwamba, “Sasa, ukitaka hivyo, uniuzie urithi wako wa mzaliwa wa kwanza.”
Genesis 25:32	Naye akasema kwamba, “Ni vizuri! Mbona nimekaribia kufa na njaa! Haki ya mzaliwa wa kwanza inanisaidia nini?”
Genesis 25:33	Yakobo akasema kwamba, “Niapie sasa.” Esau akamwapia kiapo, akamwuzia urithi wake wa mzaliwa wa kwanza.
Genesis 25:34	Basi, Yakobo akampa Esau mkate na dengu. Esau akala na kunywa. Ambapo alimaliza, akaondoka. Hivyo Esau alidharau haki yake ya urithi wa mzaliwa wa kwanza.
