Genesis 1:1	Mwanzo hapo, Mungu aliumba mbingu na dunia.
Genesis 27:37	Isaka akamjibu kwamba, “Nimemaliza kumfanya awe mtawala wako. Na ndugu zake wote, nimewafanya kuwa wafanya kazi wake. Nimempa nafaka na pombe ya mizabibu. Sasa mtoto wangu, wewe nikufanyie nini?”
Genesis 27:38	Esau akauliza baba yake kwamba, “Baba, ndiko kusema kwamba, una baraka moja tu? Eee baba, unibariki na mimi!” Kisha akalia kwa sauti kubwa.
Genesis 27:39	Ndipo baba yake Isaka akamwambia kwamba, “Maisha yako yatakuwa katika nchi ambayo haitoi mavuno, na utakuwa mbali na umande wa mbinguni.
Genesis 27:40	Utaishi kwa upanga wako, na utakuwa unamfanyia kazi mdogo wako. Lakini ambapo utakuwa unamwasi, ndipo utafunguliwa kutoka kwa utawala wake.”
Genesis 27:41	Basi, Esau akamchukia Yakobo, kwa sababu ya baraka ambayo alipewa na baba. Esau akafikiria kwamba, “Ambapo siku za kuomboleza kifo cha baba zitaisha, ndipo nitaua mdogo wangu Yakobo.”
Genesis 27:42	Ambapo Rebeka aliambiwa mawazo ya Esau, mtoto wake wa kwanza, akatuma mtu aende kuita Yakobo, mtoto wake mdogo. Ambapo alifika, akamwambia kwamba, “Mtoto wangu, ujilinde! Ndugu yako Esau, anajipa moyo kwa mpango wa kupiga kisasi, anataka kukuua.
Genesis 27:43	Sasa mtoto wangu, unisikie. Kimbilia mji wa Harani kwa kaka yangu Labani.
Genesis 27:44	Ukae kwake kwa muda, hadi hasira ya ndugu yako itulie.
Genesis 27:45	Ambapo hasira yake itatulia, atakusamehe ambayo ulimfanyia. Ndipo nitatuma mtu akufuate. Kwa nini nifiwe na ninyi wote siku moja?”
Genesis 27:46	Kisha Rebeka akamwambia Isaka kwamba, “Mimi nimechoka sana na wanawake wa Esau Wahiti hawa. Kama Yakobo naye ataoa kwa Wahiti, maisha yangu yatakuwa na faida gani?”
Genesis 28:1	Basi, Isaka akaita Yakobo, akambariki, akamwagiza kwamba, “Usioe mwanamke wa nchi ya Kanaani.
Genesis 28:2	Uende katika nchi ya Padan-Aramu, katika nyumba ya Bethueli, baba ya mama yako. Uoe mmoja wa mabinti wa mjomba wenu Labani.
Genesis 28:3	Mungu mwenye uwezo wote, akubariki! Uwe na uzao mwingi sana, uwe jamii ya mataifa mengi.
Genesis 28:4	Mungu akubariki wewe pamoja na uzao wako, kama ambavyo alibariki Abrahamu. Mungu alimpa Abrahamu nchi hii, na wewe utapata kurithi nchi ambamo unaishi sasa kama mgeni, itakuwa yako.”
Genesis 28:5	Basi, Isaka akamtuma Yakobo aende Padan-Aramu, kwa Labani, mtoto wa Bethueli, Mwaramu, kaka yake Rebeka, mama yao Yakobo na Esau.
Genesis 28:6	Esau akagundua kwamba, Isaka alikwisha kumbariki Yakobo, na kumtuma katika nchi ya Padan-Aramu, ili aoe mwanamke huko. Aligundua pia kwamba, ambapo Isaka alimbariki Yakobo, alimkataza asioe binti kutoka kwa Wakanaani,
Genesis 28:7	na kwamba Yakobo alitii baba na mama yake, akaenda Padan-Aramu.
Genesis 28:8	Basi, Esau akaona kwamba, mabinti wa nchi ya Kanaani hawakumpendeza Isaka, baba yake.
Genesis 28:9	Kwa hiyo, akaenda kwa Ishmaeli, mtoto wa Abrahamu, akaoa mwanamke mwingine ambaye anaitwa Mahalati, binti wa Ishmaeli, hata dada yake Nebayothi.
Genesis 28:10	Yakobo akaondoka Beeri-Sheba, akaelekea mji wa Harani.
Genesis 28:11	Ambapo alifika mahali fulani, na jua lilikuwa limezama, akaamua kulala hapo. Akachukua jiwe moja, akaliweka chini ya kichwa chake, akalala hapo.
Genesis 28:12	Ambapo alikuwa amelala, akaota ndoto. Katika ndoto hiyo, akaona ngazi imesimamishwa katika ardhi, huku ncha yake imefika mbinguni. Malaika wa Mungu walikuwa wakipanda na kushuka katika ngazi hiyo,
Genesis 28:13	na Bwana Mungu mwenyewe alikuwa amesimama katika ngazi hiyo, akamwambia kwamba, “Mimi ni Bwana, Mungu wa babu yako Abrahamu, na Mungu wa Isaka. Nchi ambayo umelalamo, nitakupa wewe pamoja na uzao wako.
Genesis 28:14	Uzao wako utakuwa mwingi sana kama mavumbi ya nchi, na watatawanyika pande zote mashariki na magharibi, kaskazini na kusini. Na kupitia kwako na uzao wako, nitabariki watu wa mataifa yote ya duniani.
Genesis 28:15	Sikiliza! Mimi niko pamoja na wewe, nitakulinda popote ambapo utakwenda, na nitakurudisha katika nchi hii. Sitakuacha mpaka nikutimizie ambayo nilikuahidi.”
Genesis 28:16	Kisha, Yakobo akaamka kutoka usingizini, akasema kwamba, “Kweli, Bwana Mungu yupo mahali hapa! Na mimi sikujua.”
Genesis 28:17	Kwa hiyo akaogopa, akasema kwamba, “Mahali hapa panatisha sana! Hakika hapa ndipo nyumba ya Mungu, na ndipo lango la kuingilia mbinguni.”
Genesis 28:18	Asubuhi na mapema, Yakobo akaamka, akachukua jiwe ambalo alikuwa ameweka chini ya kichwa chake, akalisimamisha wima kama nguzo, akalimiminia mafuta.
Genesis 28:19	Zamani hapo, mji ambao ulikuwa hapo uliitwa Luzu, lakini Yakobo akapaita Betheli.
Genesis 28:20	Kisha, Yakobo akaweka nadhiri kwamba, “Ee Mungu, kama utakuwa pamoja na mimi na kunilinda katika safari yangu, ukinipa chakula na nguo,
Genesis 28:21	na nirudi nyumbani kwa baba salama, hapo ndipo wewe Bwana utakuwa Mungu wangu.
Genesis 28:22	Na jiwe ambalo nilisimamisha hapa kama nguzo, litakuwa ni nyumba yako Mungu. Na kutoka kwa kila kitu ambacho utanipa, hakika nitakuwa ninakutolea zaka.”
Genesis 29:1	Kisha, Yakobo akaendelea na safari, akafika katika nchi za watu wa mashariki.
Genesis 29:2	Ambapo alifika huko, akaona kisima mbugani, na makundi matatu ya kondoo yamelala karibu nacho. Kondoo hao walikuwa wakingojea kunyweshwa maji kutoka kisima hicho ambacho kilikuwa kimefunikwa na jiwe kubwa.
Genesis 29:3	Utaratibu wa kila siku ulikuwa hivi. Wakati ambao makundi yote ya kondoo yalikuwa yamekusanyika hapo, ndipo wachungaji huliviringisha jiwe hilo kutoka katika kisima hicho, ili wanyweshe kondoo. Ambapo walimaliza kunywesha, huwa wanafunika tena kisima kwa jiwe hilo.
Genesis 29:4	Basi, Yakobo akauliza wachungaji kwamba, “Ndugu zangu, mmetokea wapi?” Nao wakajibu kwamba, “Tumetoka katika mji wa Harani.”
Genesis 29:5	Akawauliza tena kwamba, “Mnafahamu mtu mmoja ambaye anaitwa Labani mjukuu wa Nahori?” Wakamjibu kwamba, “Tunamfahamu.”
Genesis 29:6	Akaendelea kuwauliza kwamba, “Yuko mzima?” Nao wakamjibu kwamba, “Yuko mzima. Ona, binti yake Raheli ni yule anakuja na kondoo wake.”
Genesis 29:7	Yakobo akawaambia kwamba, “Ninaona jua bado ni kali, na muda wa kukusanya kondoo haujafika. Basi, munyweshe kondoo, mwende kawachunge.”
Genesis 29:8	Wachungaji hao, wakamjibu kwamba, “Hatuwezi kunywesha, mpaka makundi yote yakusanyike pamoja. Ndipo tutaviringisha jiwe kutoka katika kisima na kunywesha kondoo.”
Genesis 29:9	Ambapo Yakobo alikuwa akizungumza na wachungaji hao, Raheli akafika na kondoo wa baba yake, kwa kuwa ndiye alikuwa akichunga.
Genesis 29:10	Ambapo Yakobo alimwona Raheli, binti wa mjomba wake Labani, pamoja na kondoo wa Labani, akaenda kisimani mara moja, akaviringisha jiwe lile, akanywesha mifugo ya mjomba wake.
Genesis 29:11	Kisha, akambusu Raheli, huku akilia sana kwa furaha.
Genesis 29:12	Yakobo akamwambia kwamba, “Mimi ni ndugu wa baba yako, mimi ni mtoto wa Rebeka!” Kisha, Raheli akakimbia kwenda nyumbani, akamwambia baba yake habari ya Yakobo.
Genesis 29:13	Basi, ambapo Labani alisikia habari ya Yakobo, mtoto wa dada yake, akakimbia haraka kumlaki. Ambapo alimfikia, akambusu, akamkaribisha nyumbani kwake. Ndipo Yakobo akamweleza mambo yote ambayo yalitokea.
Genesis 29:14	Labani akamwambia kwamba, “Kweli wewe ni ndugu yangu, na damu yetu ni moja!” Yakobo akakaa kwa Labani mwezi mmoja.
Genesis 29:15	Siku moja, Labani akamwambia Yakobo kwamba, “Wewe ni ndugu yangu. Lakini, inafaa unifanyie kazi bila kulipwa? Sasa uniambie, unataka nikulipe kiasi gani?”
Genesis 29:16	Labani alikuwa na mabinti wawili, mkubwa alikuwa anaitwa Lea, na mdogo wake alikuwa anaitwa Raheli.
Genesis 29:17	Lea, alikuwa na macho ya kurembua, lakini Raheli alikuwa na umbo zuri na uso wake ulipendeza macho.
Genesis 29:18	Yakobo alikuwa anapenda Raheli, kwa hiyo akamwambia Labani kwamba, “Nitakufanyia kazi muda wa miaka saba, ili nipate kumwoa Raheli, binti yako mdogo.”
Genesis 29:19	Labani akasema kwamba, “Heri nikuoze wewe, nisimpe mtu mwingine yeyote. Wewe uendelee kukaa kwangu hapa.”
Genesis 29:20	Kwa hiyo, Yakobo akamfanyia Labani kazi kwa muda wa miaka saba, ili amwoe Raheli. Lakini, miaka saba hiyo, Yakobo aliiona kama siku chache tu, kwa kuwa alikuwa anampenda Raheli sana.
Genesis 29:21	Ambapo Yakobo alimaliza muda huo, akamwambia Labani kwamba, “Nimetimiza miaka yangu ya kukufanyia kazi. Kwa hiyo sasa, nipe mke wangu, nilale naye.”
Genesis 29:22	Basi, Labani akaalika watu wote wa hapo, akafanya sherehe.
Genesis 29:23	Lakini ambapo ilifika jioni, Labani akachukua Lea, binti wake mkubwa, akampelekea Yakobo, na Yakobo akalala naye.
Genesis 29:24	Labani alikuwa amempa Lea mtumwa wake wa kike Zilpa, ili awe anamtumikia.
Genesis 29:25	Ambapo kulikucha, Yakobo akashtuka kugundua kwamba alipewa Lea, si Raheli! Akaenda akauliza Labani kwamba, “Umenifanyia jambo gani? Nilikufanyia kazi ili nioe Raheli, sasa mbona umenidanganya?”
Genesis 29:26	Labani akamjibu kwamba, “Kwetu sisi huku, si desturi kumwoza binti mdogo, kama mkubwa wake hajaolewa.
Genesis 29:27	Sasa, umalize wiki hii ya harusi ya Lea, ndipo nitakupa Raheli. Lakini utanifanyia kazi tena, kwa miaka saba mingine.”
Genesis 29:28	Basi, Yakobo akakubali. Akamaliza siku saba za harusi ya Lea, ndipo Labani akampa Raheli, naye awe mke wake.
Genesis 29:29	Labani alikuwa amempa Raheli mtumwa wake wa kike Bilha, ili awe anamtumikia.
Genesis 29:30	Basi, Yakobo akalala na Raheli pia. Alikuwa anampenda Raheli kuliko Lea. Yakobo akamfanyia Labani kazi tena kwa miaka saba mingine.
Genesis 29:31	Bwana Mungu ambapo aliona kwamba, Lea hapendwi, akamwezesha kupata watoto. Lakini, Raheli yeye akawa tasa.
Genesis 29:32	Lea akachukua mimba, akazaa mtoto wa kiume, akasema kwamba, “Bwana Mungu ameona taabu yangu, sasa mume wangu atanipenda.” Kwa hiyo, akamwita Rubeni.
Genesis 29:33	Lea akachukua mimba tena, akazaa mtoto wa kiume, akasema kwamba, “Bwana Mungu amenipa mtoto wa kiume tena, kwa kuwa amesikia kwamba sipendwi.” Kwa hiyo, akamwita Simeoni.
Genesis 29:34	Akachukua mimba tena, akazaa mtoto mwingine wa kiume, akasema kwamba, “Wakati huu, mume wangu atakuwa anaunganishwa na mimi, kwa kuwa nimemzalia wavulana watatu.” Kwa hiyo, akamwita Lawi.
Genesis 29:35	Akachukua mimba tena, akazaa mtoto wa kiume, akasema kwamba, “Wakati huu, namsifu Bwana Mungu.” Kwa hiyo, akamwita Yuda. Kisha akaacha kuzaa.
Genesis 30:1	Raheli ambapo aliona kwamba yeye hajamzalia Yakobo watoto, akaanza kumwonea wivu dada yake Lea. Akamwambia Yakobo, “Na mimi pia, unipe watoto! Kama sipati watoto, nitakufa!”
Genesis 30:2	Yakobo akamkasirikia Raheli, akamjibu kwamba, “Hivi, mbona mimi ndimi Mungu? Yeye ndiye amekuzuia uzazi, si mimi.”
Genesis 30:3	Raheli akamwambia kwamba, “Mtumwa wangu Bilha yupo, ulale naye, anizalie watoto. Kupitia kwake na mimi nipate watoto!”
Genesis 30:4	Ndipo Raheli akampatia Yakobo mtumwa wake Bilha awe mke wake, Yakobo akalala naye.
Genesis 30:5	Bilha akachukua mimba, akamzalia Yakobo mtoto wa kiume.
Genesis 30:6	Ndipo Raheli akasema kwamba, “Mungu ameniamulia kwa haki, amesikia sauti yangu, amenipa mtoto wa kiume.” Kwa hiyo, akamwita Dani.
Genesis 30:7	Bilha, mtumwa wa Raheli, akachukua mimba tena, akamzalia Yakobo mtoto wa pili wa kiume.
Genesis 30:8	Raheli akasema kwamba, “Nimeshindana na dada yangu, na mimi nimemshinda!” Mtoto huyo, akamwita Naftali.
Genesis 30:9	Ambapo Lea aliona kwamba ameacha kuzaa, akachukua mtumwa wake Zilpa, akampatia Yakobo awe mke wake.
Genesis 30:10	Zilpa huyo akamzalia Yakobo mtoto wa kiume.
Genesis 30:11	Ndipo Lea akasema kwamba, “Imekuwa bahati nzuri!” Kwa hiyo akamwita Gadi.
Genesis 30:12	Zilpa, mtumwa wa Lea, akamzalia Yakobo mtoto mwingine wa kiume.
Genesis 30:13	Ndipo Lea akasema kwamba, “Heri mimi! Wanawake wenzangu, wataniita heri.” Kwa hiyo akamwita Asheri.
Genesis 30:14	Siku moja, wakati wa kuvuna ngano, Rubeni akaenda katika shamba, akapata matunda ya tunguja, akamletea Lea mama yake. Ndipo Raheli akamwambia Lea kwamba, “Ninaomba unipe sehemu ya tunguja hizo za mtoto wako.”
Genesis 30:15	Lakini Lea akamjibu kwamba, “Unadhani kwamba, ni jambo dogo kuninyangʼanya mume wangu? Na sasa unataka hata kuchukua tunguja za mtoto wangu?” Raheli akamjibu kwamba, “Sawa! Kama utanipatia tunguja za mtoto wako, leo Yakobo atakuja kulala na wewe.”
Genesis 30:16	Ambapo Yakobo alirudi kutoka shambani jioni, Lea akaenda kumlaki, akamwambia kwamba, “Leo, unatakiwa kulala na mimi. Nimekukodi kwa malipo ya tunguja za mtoto wangu.” Basi, usiku huo Yakobo akalala kwa Lea.
Genesis 30:17	Mungu akasikia maombi ya Lea, akachukua mimba, akamzalia Yakobo mtoto wa tano wa kiume.
Genesis 30:18	Lea akasema kwamba, “Mungu amenilipa, kwa kuwa nilimpa mume wangu mtumwa wangu wa kike!” Kwa hiyo akamwita Isakari.
Genesis 30:19	Lea akachukua mimba tena, akamzalia Yakobo mtoto wa sita wa kiume.
Genesis 30:20	Akasema kwamba, “Mungu amenipa zawadi nzuri! Sasa, mume wangu ataniheshimu, kwa kuwa nimemzalia watoto sita wa kiume.” Mtoto huyo, akamwita Zabuloni.
Genesis 30:21	Mwishowe, Lea akazaa mtoto wa kike, akamwita Dina.
Genesis 30:22	Kisha, Mungu akamkumbuka Raheli. Akasikia maombi yake, akampa uwezo wa kuzaa watoto.
Genesis 30:23	Raheli akachukua mimba, akazaa mtoto wa kiume. Akasema kwamba, “Safari hii, Mungu ameniondolea aibu!”
Genesis 30:24	Akamwita mtoto huyo Yusufu, akasema kwamba, “Bwana Mungu aniongezee mtoto mwingine wa kiume.”
Genesis 30:25	Ambapo Raheli alimaliza kuzaa Yusufu, Yakobo akamwambia Labani kwamba, “Unikubalie nirudi nyumbani katika nchi yetu.
Genesis 30:26	Unipe wanawake wangu na watoto wangu, ambao nilipata kwa kukutumikia. Wewe mwenyewe unajua jinsi ambavyo nilikutumikia vizuri. Kwa hiyo, unikubalie niondoke nao!”
Genesis 30:27	Lakini Labani akamwambia kwamba, “Ninakubembeleza uendelee kukaa na mimi hapa! Nimegundua kupitia kuaguliwa kwangu kwamba, Bwana Mungu amenibariki kwa ajili yako.
Genesis 30:28	Uniambie malipo ambayo unataka, nitakulipa.”
Genesis 30:29	Yakobo akamwambia kwamba, “Wewe mwenyewe unajua jinsi nilikutumikia, na kwa kupitia kwangu, jinsi mifugo yako iliongezeka.
Genesis 30:30	Wakati ambao nilikuwa sijafika, mifugo yako ilikuwa michache. Lakini tangu nilifika kwako, Bwana Mungu akakubariki, mifugo ikaongezeka sana. Sasa, nataka kuangalia mambo ya watu wangu mwenyewe.”
Genesis 30:31	Rabani akamwuliza kwamba, “Uniambie ni nini unataka nikupe?” Yakobo akamjibu kwamba, “Usinipe kitu chochote. Lakini ikiwa utanifanyia jambo ambalo nitakuambia, nitaendelea kuchunga na kulinda mifugo yako.
Genesis 30:32	Leo unikubalie niingie katika mifugo yako yote, nitenge humo kondoo wa mabaka na wa madoadoa, mwanakondoo yeyote mweusi, na mbuzi wa mabaka na wa madoadoa. Hawa ndio watakuwa malipo yangu.
Genesis 30:33	Ambapo nitamaliza, utakuja kukagua mifugo yote, ndipo utajua uaminifu wangu. Katika mifugo yangu, wakionekana mbuzi ambao hawana mabaka au madoadoa, au kondoo ambao si weusi, ndipo itakuwa kwamba nimekuibia.”
Genesis 30:34	Labani akamjibu kwamba, “Nimekubali, tufanye kama ambavyo ulisema.”
Genesis 30:35	Lakini siku hiyo hiyo, Labani mwenyewe akaenda katika mifugo yake, akatenga mabeberu yote ya miraba na mabaka, na mbuzi wote kike ambao walikuwa na mabaka na madoadoa. Pia, akatenga kila mfugo ambao ulikuwa na weupe kwenye mwili wake, na kila kondoo weusi. Mifugo hao yote, aliwaweka chini ya ulinzi wa watoto wake.
Genesis 30:36	Kisha Labani akajitenga mbali na Yakobo, mahali pa kufasiri kwa siku tatu. Yakobo naye, akabaki akichunga mifugo ya Labani ambayo ilibaki.
Genesis 30:37	Ndipo Yakobo akachukua fito mbichi za matawi ya miti ya mlubna, mlozi na mwaramoni. Akazibambua maganda, hadi mistari meupe ikaonekana.
Genesis 30:38	Yakobo akachukua fimbo hizo, akaziweka ndani ya vyombo vya kunyweshea. Ambapo mifugo ilifika kunywa maji katika vyombo hivyo, ikawa inapanda wa kike.
Genesis 30:39	Mifugo ambao inachukua mimba mbele ya fimbo hizo, ikazaa mifugo ya miraba na ya madoadoa na ya mabaka.
Genesis 30:40	Yakobo akatenga watoto wa kondoo hao. Na ambapo mifugo walipandwa, Yakobo akawa anawaelekeza katika mifugo ya Labani ambao ni wenye miraba na weusi. Kwa njia hiyo, mifugo yake ilikuwa inazaa kondoo wa miraba na weusi. Mifugo yake ikaendelea kuongezeka, na alikuwa anaitenga kwenye mifugo ya Labani.
Genesis 30:41	Ambapo mifugo ambayo inanawirika ilikuwa inapandwa, Yakobo akaweka fito zile katika vyombo vya kunyweshea, ili ichukue mimba kati ya fito hizo.
Genesis 30:42	Lakini kwa mifugo dhaifu, hakuiwekea fito hizo. Kwa hiyo, Labani akawa na mifugo dhaifu, na Yakobo akawa na mifugo ambayo inanawiri.
Genesis 30:43	Mwishowe, Yakobo akawa tajiri sana. Alikuwa na kondoo na mbuzi nyingi, na hata punda na ngamia, pamoja na watumwa wa kike na wa kiume.
Genesis 31:1	Basi, Yakobo alisikia maneno kwamba, vijana wa Labani wananungʼunika kwamba, “Mbona Yakobo amechukua vitu vyote vya baba yetu, ndivyo vinamtajirisha.”
Genesis 31:2	Yakobo akaona kwamba, Labani hampendi kama ambavyo alimpenda na kumjali mwanzoni.
Genesis 31:3	Ndipo Bwana Mungu akamwambia Yakobo kwamba, “Urudi katika nchi ya mababu zako, kwa ndugu zako. Mimi nitakuwa pamoja na wewe.”
Genesis 31:4	Ndipo Yakobo akatuma watu waite wake wake Raheli na Lea, waje machungani wakutanie ambapo alikuwa anachunga mifugo yake.
Genesis 31:5	Ambapo walifika, akawaambia kwamba, “Nimeona kwamba baba yenu hanipendi kama ambavyo alinipenda na kunijali mwanzoni. Lakini Mungu wa baba yangu, amekuwa pamoja na mimi.
Genesis 31:6	Ninyi mnajua kwamba, nilimtumikia baba yenu kwa uwezo wangu wote.
Genesis 31:7	Hata hivyo, alikuwa ananidanganya kwa kubadilisha malipo yangu, hata mara kumi. Lakini Mungu hakumkubalia aniumize.
Genesis 31:8	“Baba yenu ambapo aliniambia kwamba, ‘Mifugo ya madoadoa, ndio itakuwa malipo yako,’ ndipo mifugo yote ikazaa watoto wenye madoadoa. Na ambapo aliniambia kwamba, ‘Mifugo yote ya milia, ndio itakuwa malipo yako,’ ndipo mifugo yote ilizaa watoto wenye milia.
Genesis 31:9	Ndivyo Mungu alichukua mifugo ya baba yako, akanipa mimi.
Genesis 31:10	“Ambapo ulifika wakati wa mifugo kuchukua mimba, nikaota ndoto. Katika ndoto hiyo, nikaona mabeberu wote ambao wanapanda majike, walikuwa wenye milia, madoadoa, na mabaka.
Genesis 31:11	Malaika wa Mungu akaongea na mimi katika ndoto hiyo, akaniita kwamba, ‘Yakobo!’ Nikaitika kwamba, ‘Niko hapa!’
Genesis 31:12	Malaika huyo akaniambia kwamba, ‘Ona, mabeberu wote ambao wanapanda majike, ni wenye milia, madoadoa, na mabaka. Jambo hili limekuwa hivyo, kwa kuwa nimeona jinsi Labani amekufanyia.
Genesis 31:13	Mimi ndimi Mungu ambaye alikutokea Betheli. Mahali hapo ulisimamisha jiwe na kulimwagia mafuta, ukaweka nadhiri. Sasa, utoke katika nchi hii, urudi katika nchi ambayo ulizaliwa humo.’ ”
Genesis 31:14	Ndipo Raheli na Lea wakajibu Yakobo kwamba, “Sisi tutaenda na wewe, kwa kuwa hakipo tena kitu ambacho tutarithi katika nyumba ya baba yetu.
Genesis 31:15	Yeye anatuhesabu kama wageni, kwa kuwa ametuuza, na malipo ambayo alipata kwa ajili yetu, amemaliza kula yote.
Genesis 31:16	Utajiri wote ambao Mungu amemnyangʼanya kutoka kwa baba yetu, kweli ni wetu na wa watoto wetu. Basi, ufanye kila ambacho Mungu amekuambia.”
Genesis 31:17	Ndipo Yakobo akajiandaa kwa safari, akapandisha wake zake na watoto wake kwenye ngamia.
Genesis 31:18	Akachukua mifugo yake yote, pamoja na vitu vyake vyote ambavyo alipata Padan-Aramu. Akaanza safari ya kurudi katika nchi ya Kanaani, kwa Isaka baba yake.
Genesis 31:19	Wakati huo, Labani alikuwa ameenda kukata manyoya ya kondoo zake. Hivyo Raheli alipata njia ya kuiba sanamu za miungu ya baba yake.
Genesis 31:20	Yakobo alimdanganya Labani wa Aramu kwa kuondoka bila kumwambia wala kumwaga.
Genesis 31:21	Basi, Yakobo akachukua vitu vyake vyote, akakimbia navyo. Akavuka mto wa Eufrate, akaelekea upande wa milima ya Gileadi.
Genesis 31:22	Ambapo siku tatu zilikuwa zimepita, Labani akaambiwa kwamba, Yakobo amekimbia.
Genesis 31:23	Ndipo Labani akakusanya ndugu zake, wakaenda kumfuatilia Yakobo. Ambapo siku saba ziliisha, ndipo wakampata katika milima ya Gileadi.
Genesis 31:24	Lakini usiku, Mungu akamtokea Labani wa Aramu katika ndoto, akamwambia kwamba, “Ujihadhari, usimwambie Yakobo neno lolote lile, liwe zuri au baya!”
Genesis 31:25	Ndipo Labani akamfikia Yakobo akiwa katika milima ya Gileadi. Wakati huo, Yakobo alikuwa ameweka mahema yao huko. Hata Labani na ndugu zake wakaweka mahema yao milimani hapo.
Genesis 31:26	Ndipo Labani akamwuliza Yakobo kwamba, “Hivi! Ni jambo gani ambalo umenifanyia? Mbona umenidanganya, umechukua mabinti zangu kama ambao wamekamatwa vitani!
Genesis 31:27	Ni kwa nini ulinikimbia kwa siri na kunidanganya? Kwa nini hukuniambia ili nikuage kwa furaha? Tungeagana kwa nyimbo za ngoma na vinubi!
Genesis 31:28	Kwa nini hukunipa nafasi ya kuaga mabinti zangu na wajukuu wangu kwa kuwabusu? Kwa kufanya hivyo, umefanya kipumbavu!
